service_no,user_no,inst_no,start_date,end_date,care_service,alert_service,check_service
35268,8,16,2022-11-13,2023-02-10,Y,Y,Y
35269,13,10,2021-01-07,2021-03-17,N,Y,N
35270,14,1,2020-02-25,2020-06-25,N,Y,Y
35271,9,12,2021-05-28,2021-11-03,N,Y,N
35272,7,14,2023-02-03,2023-05-01,N,N,Y
35273,13,9,2021-08-17,2021-09-15,Y,N,Y
35274,9,3,2023-06-07,2023-12-27,N,N,N
35275,12,17,2021-03-18,2021-07-29,N,N,N
35276,7,2,2020-12-12,2021-03-30,N,Y,Y
35277,2,22,2021-03-24,2021-05-21,N,Y,N
35278,15,22,2022-08-05,2023-05-25,N,Y,Y
35279,12,9,2020-10-22,2021-02-23,N,Y,Y
35280,3,1,2022-12-16,2023-07-26,N,Y,Y
35281,13,7,2023-07-15,2024-07-06,Y,N,Y
35282,3,6,2022-12-18,2023-02-19,Y,N,N
35283,9,21,2022-02-16,2022-12-16,N,N,N
35284,3,10,2022-03-31,2022-05-12,N,N,N
35285,11,4,2020-01-31,2020-03-05,Y,N,N
35286,4,20,2022-10-23,2022-12-25,Y,Y,Y
35287,13,4,2022-08-04,2023-03-29,Y,Y,Y
35288,14,15,2020-11-15,2020-12-04,N,N,Y
35289,3,19,2021-07-09,2022-02-27,Y,N,Y
35290,2,14,2023-02-14,2023-03-01,Y,N,N
35291,7,21,2021-12-02,2022-04-05,N,Y,Y
35292,8,18,2024-04-13,2024-08-27,Y,Y,Y
35293,6,6,2021-12-27,2022-11-20,N,N,Y
35294,5,4,2024-01-29,2024-09-12,Y,Y,N
35295,11,16,2020-09-03,2021-03-07,N,N,N
35296,14,9,2021-06-03,2021-06-03,Y,Y,N
35297,13,12,2022-03-17,2022-08-01,Y,N,Y
35298,9,19,2024-03-07,2024-07-08,N,N,Y
35299,3,18,2024-01-02,2024-07-15,N,N,N
35300,8,6,2020-07-13,2021-01-23,Y,Y,N
35301,5,18,2023-04-25,2024-01-28,Y,Y,Y
35302,8,3,2022-03-30,2022-07-21,Y,Y,N
35303,9,15,2022-08-18,2023-02-18,N,Y,N
35304,4,13,2024-05-26,2024-07-17,Y,N,N
35305,2,4,2021-03-19,2021-07-09,Y,N,N
35306,11,17,2020-10-04,2021-05-30,Y,Y,N
35307,4,3,2020-11-28,2021-07-24,N,N,N
35308,15,15,2022-11-17,2023-01-31,Y,Y,N
35309,4,7,2023-03-10,2023-05-07,N,Y,N
35310,1,14,2021-04-22,2021-08-18,N,N,N
35311,3,17,2020-09-19,2020-09-27,Y,Y,N
35312,13,8,2020-11-08,2021-06-19,N,N,Y
35313,13,6,2020-02-17,2020-04-08,N,Y,Y
35314,6,8,2021-10-25,2022-04-10,Y,Y,N
35315,3,12,2023-07-30,2024-03-12,Y,N,Y
35316,3,9,2020-12-09,2021-02-02,Y,N,Y
35317,11,15,2022-04-11,2022-06-05,Y,N,Y
35318,12,4,2021-10-15,2022-06-29,Y,N,Y
35319,1,9,2023-01-03,2023-07-04,N,Y,N
35320,14,6,2023-11-30,2024-07-07,N,N,Y
35321,3,8,2023-12-19,2024-07-15,Y,N,Y
35322,11,10,2021-08-22,2022-06-15,N,Y,Y
35323,12,12,2023-02-11,2023-09-23,N,Y,Y
35324,4,22,2021-02-04,2021-08-05,Y,Y,Y
35325,1,3,2020-03-01,2020-12-22,N,Y,Y
35326,8,14,2021-07-30,2021-08-20,N,Y,N
35327,7,9,2022-09-11,2023-05-13,Y,N,Y
35328,9,2,2022-01-12,2022-01-30,Y,N,Y
35329,4,14,2022-02-15,2022-05-07,Y,N,Y
35330,2,7,2021-09-16,2022-01-20,N,N,Y
35331,2,8,2022-05-09,2023-01-13,N,N,N
35332,8,1,2023-08-13,2023-12-08,N,Y,N
35333,3,19,2020-08-11,2021-03-02,Y,N,N
35334,1,8,2023-01-17,2023-06-11,Y,Y,N
35335,5,20,2023-02-27,2023-12-24,Y,N,Y
35336,7,12,2023-09-03,2024-04-22,Y,Y,N
35337,13,21,2021-09-14,2022-04-15,N,N,N
35338,15,5,2022-02-05,2022-12-20,N,N,N
35339,4,16,2024-02-25,2024-11-06,Y,N,Y
35340,13,14,2021-03-04,2021-04-02,Y,N,Y
35341,8,8,2021-07-18,2022-05-10,Y,N,Y
35342,9,1,2021-05-02,2021-06-06,Y,N,N
35343,7,9,2021-07-03,2022-01-22,Y,Y,N
35344,2,15,2021-01-08,2021-11-01,Y,N,Y
35345,9,7,2023-07-18,2023-09-18,Y,N,Y
35346,7,19,2022-09-18,2022-10-08,N,N,Y
35347,6,9,2021-02-15,2021-04-21,Y,Y,Y
35348,2,19,2022-01-29,2022-05-23,Y,N,N
35349,11,20,2020-07-27,2020-11-26,Y,N,Y
35350,14,7,2021-10-31,2022-06-30,Y,N,N
35351,3,3,2020-07-22,2021-04-30,N,Y,N
35352,12,3,2022-04-06,2022-05-12,Y,Y,Y
35353,9,15,2023-10-10,2024-09-29,N,N,Y
35354,5,17,2020-07-29,2020-07-31,Y,Y,N
35355,10,17,2023-12-08,2024-05-22,N,Y,N
35356,10,22,2021-05-24,2022-01-04,N,Y,Y
35357,1,9,2022-04-02,2022-05-17,N,Y,N
35358,13,20,2023-10-15,2024-05-30,N,N,Y
35359,3,20,2024-05-14,2024-12-08,N,Y,N
35360,12,23,2022-02-02,2022-07-04,N,Y,N
35361,6,10,2022-03-08,2022-06-11,N,Y,Y
35362,7,19,2021-08-21,2022-07-27,Y,Y,Y
35363,13,1,2021-03-27,2021-12-15,N,Y,Y
35364,14,6,2020-03-11,2020-09-24,N,N,N
35365,14,2,2023-04-05,2024-02-29,Y,N,N
35366,9,1,2022-06-16,2022-12-03,Y,N,N
35367,13,17,2022-08-25,2023-04-07,Y,N,N
35368,14,20,2021-05-28,2022-05-13,Y,Y,Y
35369,7,22,2020-04-15,2020-05-05,N,Y,Y
35370,8,14,2023-01-23,2023-03-25,Y,N,Y
35371,7,15,2021-03-18,2021-04-09,Y,Y,N
35372,14,4,2021-03-04,2021-08-18,N,Y,N
35373,3,14,2024-03-17,2024-08-25,N,N,N
35374,1,8,2023-06-20,2023-12-18,N,N,Y
35375,13,23,2021-05-15,2022-04-06,N,N,Y
35376,5,16,2022-12-07,2023-06-11,Y,N,N
35377,11,4,2023-04-28,2023-09-02,N,Y,N
35378,13,10,2022-02-08,2022-08-24,Y,Y,N
35379,8,20,2022-12-31,2023-02-24,N,Y,N
35380,6,4,2020-03-07,2020-12-09,N,N,Y
35381,5,16,2023-01-24,2024-01-13,N,N,N
35382,7,7,2022-12-11,2023-02-27,N,Y,N
35383,8,6,2020-08-24,2020-11-17,Y,N,N
35384,10,1,2023-01-25,2023-11-23,N,Y,Y
35385,3,19,2022-02-01,2022-08-01,Y,N,Y
35386,9,16,2021-12-05,2022-04-02,Y,Y,N
35387,7,23,2021-09-21,2022-08-29,N,Y,N
35388,8,12,2023-04-18,2023-11-05,Y,Y,N
35389,7,1,2023-05-17,2023-07-25,Y,Y,Y
35390,5,2,2023-11-29,2024-02-21,N,Y,N
35391,1,15,2020-03-15,2020-07-13,Y,N,N
35392,9,22,2020-06-29,2021-02-09,Y,Y,N
35393,15,15,2021-09-18,2022-06-11,N,N,N
35394,11,13,2021-09-19,2022-07-09,N,Y,Y
35395,12,1,2020-10-31,2021-10-03,N,N,Y
35396,12,9,2020-11-26,2021-06-23,Y,N,N
35397,2,12,2021-01-17,2021-11-16,N,Y,Y
35398,13,14,2023-07-04,2024-02-14,Y,N,Y
35399,7,19,2021-02-27,2021-04-02,N,N,N
35400,7,15,2023-09-10,2023-11-27,N,Y,Y
35401,10,17,2024-04-23,2024-09-24,Y,Y,N
35402,4,5,2021-12-18,2022-08-19,Y,N,N
35403,2,21,2020-09-03,2021-08-10,Y,Y,N
35404,8,20,2023-05-03,2024-04-23,Y,Y,N
35405,2,2,2024-01-30,2024-07-20,Y,Y,N
35406,6,4,2020-01-08,2020-02-23,N,N,Y
35407,11,5,2021-03-04,2021-03-04,Y,Y,N
35408,9,17,2022-06-24,2023-03-18,Y,N,N
35409,7,2,2020-04-19,2020-05-29,N,N,N
35410,10,12,2022-11-29,2023-07-02,N,Y,N
35411,13,14,2023-05-21,2023-11-30,N,Y,Y
35412,7,11,2024-05-12,2025-02-23,Y,N,N
35413,9,5,2020-06-11,2021-03-15,Y,Y,Y
35414,12,2,2021-11-15,2022-05-26,Y,N,Y
35415,2,8,2022-04-23,2023-04-02,Y,Y,Y
35416,5,18,2023-03-20,2023-11-22,N,Y,Y
35417,3,12,2020-11-15,2021-07-25,N,Y,Y
35418,6,18,2021-08-28,2022-07-10,N,N,N
35419,9,2,2024-03-27,2024-08-08,Y,N,N
35420,1,7,2023-06-11,2024-01-28,Y,N,Y
35421,3,15,2021-08-08,2021-09-20,Y,Y,Y
35422,13,19,2021-05-01,2021-07-15,N,Y,N
35423,12,19,2020-10-15,2020-10-25,Y,N,N
35424,1,15,2021-09-25,2022-05-28,N,N,N
35425,1,1,2023-03-31,2023-06-08,Y,N,N
35426,2,12,2021-08-21,2022-02-26,Y,N,Y
35427,6,13,2021-06-26,2021-11-24,N,Y,N
35428,3,4,2022-11-29,2022-11-30,Y,Y,N
35429,1,18,2022-11-24,2023-08-23,Y,Y,N
35430,8,19,2020-01-01,2020-10-31,Y,N,N
35431,11,6,2022-12-24,2023-07-19,Y,N,Y
35432,6,11,2021-04-16,2021-09-16,N,N,N
35433,15,2,2020-03-17,2020-06-06,N,N,Y
35434,5,8,2023-12-23,2024-01-03,N,Y,N
35435,13,6,2023-11-05,2023-12-01,Y,N,N
35436,12,2,2023-03-17,2023-11-11,N,N,N
35437,1,20,2023-08-22,2024-04-24,Y,N,Y
35438,1,1,2023-07-29,2024-06-22,N,Y,N
35439,10,14,2020-05-24,2020-05-24,Y,Y,Y
35440,5,8,2023-09-29,2024-05-15,Y,Y,Y
35441,5,3,2022-08-18,2022-09-17,N,N,N
35442,4,5,2024-03-10,2024-10-22,N,N,N
35443,12,10,2023-09-18,2024-06-07,Y,N,Y
35444,14,16,2020-04-04,2020-12-14,N,N,N
35445,4,22,2023-10-10,2024-02-22,Y,Y,Y
35446,3,7,2021-07-24,2022-01-03,Y,Y,N
35447,2,20,2023-11-03,2024-08-28,Y,N,Y
35448,12,19,2020-08-25,2021-06-23,Y,N,Y
35449,8,1,2024-03-20,2024-08-17,N,Y,N
35450,2,9,2020-10-14,2021-06-05,Y,Y,N
35451,15,23,2020-06-22,2021-05-29,Y,N,Y
35452,1,3,2022-06-14,2022-11-06,Y,N,N
35453,8,2,2023-06-19,2024-01-10,Y,Y,Y
35454,5,1,2022-11-24,2023-08-29,Y,N,N
35455,5,20,2022-09-29,2023-05-12,N,Y,N
35456,14,9,2023-07-04,2023-12-01,N,Y,N
35457,3,18,2021-04-10,2021-07-27,N,Y,N
35458,11,6,2023-06-10,2023-08-13,N,N,Y
35459,3,3,2024-03-13,2024-03-19,Y,Y,Y
35460,14,1,2022-01-12,2022-04-12,N,N,N
35461,13,20,2022-10-08,2023-03-16,N,Y,N
35462,8,19,2020-07-25,2020-08-08,N,N,N
35463,15,11,2024-01-14,2024-08-30,Y,N,Y
35464,15,5,2021-07-31,2021-08-12,N,N,Y
35465,9,21,2022-09-09,2023-08-21,N,Y,Y
35466,6,7,2020-12-02,2020-12-30,Y,N,N
35467,8,11,2023-01-20,2023-02-21,N,Y,N
35468,11,17,2021-12-31,2022-04-01,N,Y,Y
35469,5,16,2022-04-27,2022-08-13,N,N,Y
35470,4,17,2021-12-28,2022-10-10,N,Y,N
35471,7,9,2020-11-22,2021-10-19,Y,N,Y
35472,15,23,2020-05-17,2021-03-27,Y,Y,N
35473,10,14,2023-05-11,2024-05-05,N,Y,N
35474,2,22,2021-05-09,2021-06-19,Y,N,Y
35475,7,12,2021-01-13,2021-02-22,N,Y,N
35476,8,22,2020-01-09,2020-07-27,Y,Y,Y
35477,1,11,2021-01-08,2021-03-31,Y,Y,Y
35478,13,15,2023-02-17,2023-10-02,N,Y,Y
35479,2,4,2024-02-05,2024-06-01,Y,N,N
35480,5,23,2021-07-03,2022-04-03,N,N,N
35481,12,4,2020-02-29,2020-07-12,N,Y,Y
35482,2,5,2022-09-15,2023-02-24,Y,Y,Y
35483,13,23,2020-10-09,2021-03-01,Y,N,N
35484,9,11,2023-07-19,2024-03-10,Y,Y,N
35485,15,15,2023-05-15,2023-07-08,N,N,N
35486,3,2,2023-09-30,2024-03-23,Y,Y,Y
35487,14,14,2021-02-03,2021-02-24,N,Y,N
35488,5,21,2024-04-28,2024-06-07,N,Y,N
35489,13,22,2023-09-05,2024-02-07,N,N,N
35490,11,1,2020-11-22,2021-10-05,Y,N,N
35491,4,18,2023-12-29,2024-06-04,Y,Y,Y
35492,10,4,2020-04-01,2020-04-19,N,Y,Y
35493,15,9,2024-03-30,2024-10-01,Y,N,Y
35494,3,9,2020-07-28,2021-06-27,Y,N,Y
35495,1,23,2021-05-05,2021-06-15,N,N,Y
35496,7,19,2023-07-01,2023-09-28,Y,Y,Y
35497,11,15,2020-09-04,2021-05-03,N,Y,N
35498,3,11,2021-08-09,2022-04-27,N,Y,N
35499,3,9,2022-11-20,2023-04-23,N,N,N
35500,13,20,2021-08-19,2022-05-12,N,Y,Y
35501,11,16,2023-04-22,2023-10-03,N,Y,N
35502,7,2,2020-04-21,2020-11-17,N,N,Y
35503,2,17,2022-10-13,2023-02-04,N,N,Y
35504,1,17,2023-04-19,2023-12-04,N,Y,Y
35505,15,15,2022-09-23,2023-08-01,Y,Y,N
35506,9,9,2023-10-13,2024-10-02,Y,N,Y
35507,12,23,2020-07-09,2021-05-31,N,Y,N
35508,13,17,2022-09-07,2023-06-03,Y,N,N
35509,9,9,2021-12-25,2022-07-15,N,N,Y
35510,1,22,2021-12-06,2022-01-25,Y,Y,N
35511,13,14,2022-09-22,2023-06-21,N,Y,N
35512,4,12,2020-05-08,2021-03-18,Y,N,Y
35513,9,23,2021-12-11,2022-04-05,N,N,N
35514,3,5,2023-09-22,2024-01-09,N,Y,Y
35515,5,14,2020-04-10,2020-11-15,N,N,Y
35516,6,19,2021-07-10,2022-01-11,N,N,N
35517,1,6,2020-06-01,2020-06-05,N,N,N
35518,14,12,2020-07-14,2020-11-17,N,Y,Y
35519,14,10,2022-04-30,2023-01-13,N,N,N
35520,2,15,2021-05-25,2022-02-12,Y,N,Y
35521,3,10,2021-09-02,2022-03-06,N,Y,N
35522,2,6,2022-02-27,2022-12-28,Y,N,N
35523,5,21,2020-11-28,2021-04-27,Y,N,N
35524,8,9,2021-09-15,2022-07-22,Y,Y,N
35525,13,16,2022-12-20,2023-10-31,Y,Y,Y
35526,10,2,2021-06-29,2021-09-25,N,N,N
35527,9,19,2022-05-18,2023-02-16,N,N,N
35528,1,12,2022-01-02,2022-07-15,Y,N,N
35529,6,21,2021-11-16,2022-09-25,N,Y,Y
35530,10,10,2022-09-20,2023-06-07,N,Y,Y
35531,8,19,2022-08-03,2022-08-16,N,Y,Y
35532,12,22,2021-05-24,2021-08-26,N,Y,N
35533,15,17,2023-03-29,2023-04-10,N,Y,N
35534,5,15,2022-05-30,2022-11-18,N,Y,Y
35535,4,23,2024-02-04,2025-01-24,Y,N,Y
35536,12,13,2020-02-06,2020-04-12,N,N,N
35537,6,1,2021-04-03,2022-01-14,N,N,N
35538,9,1,2020-06-02,2020-12-08,N,N,Y
35539,15,18,2022-10-08,2022-11-20,N,N,Y
35540,10,16,2021-02-20,2021-10-16,Y,N,Y
35541,9,5,2022-02-25,2022-11-10,Y,N,Y
35542,11,13,2023-06-05,2023-07-11,N,N,N
35543,14,4,2021-06-14,2021-08-11,Y,N,N
35544,2,12,2023-07-21,2023-09-22,Y,N,N
35545,13,1,2021-12-26,2022-01-05,Y,N,N
35546,14,11,2023-04-05,2024-03-30,N,N,Y
35547,5,8,2022-02-22,2023-02-09,N,Y,N
35548,6,21,2020-12-13,2021-01-04,N,Y,Y
35549,15,21,2024-04-13,2025-04-03,N,N,N
35550,1,7,2021-06-24,2022-05-22,Y,N,N
35551,4,16,2024-04-14,2025-02-08,N,Y,Y
35552,13,9,2020-11-04,2021-02-25,N,Y,N
35553,7,18,2023-09-26,2023-10-11,N,Y,Y
35554,15,14,2020-07-20,2021-06-09,Y,Y,Y
35555,12,12,2020-08-27,2020-09-30,N,N,Y
35556,10,1,2021-06-24,2022-06-12,N,Y,Y
35557,2,2,2021-05-25,2021-07-30,N,Y,N
35558,11,7,2022-09-18,2023-03-28,Y,N,N
35559,6,21,2023-09-24,2024-08-25,N,Y,N
35560,5,17,2022-04-22,2022-05-09,N,N,Y
35561,6,10,2022-10-24,2023-02-15,N,Y,Y
35562,11,20,2021-08-12,2022-08-12,Y,Y,Y
35563,9,23,2023-03-01,2023-04-05,Y,N,Y
35564,3,18,2020-07-25,2020-12-13,N,Y,N
35565,8,17,2021-10-24,2022-04-17,N,N,N
35566,15,7,2022-08-10,2023-03-31,Y,N,N
35567,12,9,2021-01-13,2021-10-19,Y,Y,N
35568,9,15,2020-09-25,2020-11-22,N,N,N
35569,2,19,2023-09-27,2024-05-21,Y,Y,N
35570,13,21,2020-11-21,2021-06-04,N,N,Y
35571,10,21,2023-02-26,2023-08-08,Y,N,Y
35572,4,13,2022-09-19,2023-02-28,N,Y,N
35573,2,17,2021-03-01,2021-11-13,Y,N,N
35574,6,21,2022-12-26,2023-11-08,N,N,N
35575,1,17,2021-11-20,2022-06-11,Y,Y,N
35576,14,8,2020-01-11,2020-03-02,N,Y,N
35577,7,23,2023-02-17,2023-07-06,N,N,Y
35578,6,16,2023-07-09,2023-07-11,N,N,Y
35579,14,10,2021-03-04,2021-07-27,N,N,N
35580,11,20,2020-02-12,2020-03-31,Y,Y,N
35581,9,18,2024-05-15,2024-09-02,N,N,Y
35582,7,7,2020-05-13,2020-08-18,N,N,Y
35583,9,21,2024-01-23,2024-04-10,Y,Y,Y
35584,3,16,2021-08-18,2022-08-12,N,N,Y
35585,6,6,2024-02-19,2024-05-23,Y,Y,N
35586,4,20,2020-09-30,2021-02-23,N,N,Y
35587,13,14,2022-05-04,2022-07-19,Y,Y,Y
35588,14,3,2021-02-02,2021-04-22,Y,Y,N
35589,15,3,2023-09-19,2023-12-11,N,Y,Y
35590,1,6,2024-04-08,2024-11-05,Y,Y,Y
35591,14,17,2021-01-21,2021-05-14,N,N,Y
35592,8,1,2020-07-03,2021-05-17,Y,Y,N
35593,6,18,2023-07-27,2024-02-16,N,Y,Y
35594,8,20,2024-04-30,2024-07-25,N,Y,Y
35595,2,2,2023-11-26,2023-12-25,N,Y,N
35596,12,11,2022-08-03,2023-03-01,N,N,Y
35597,1,10,2023-05-14,2024-03-01,Y,Y,Y
35598,14,5,2023-09-19,2024-05-26,Y,N,Y
35599,15,17,2023-10-20,2024-02-22,N,Y,N
35600,5,17,2022-05-25,2022-10-31,N,Y,Y
35601,3,3,2023-12-27,2024-03-21,N,N,N
35602,6,7,2024-05-15,2024-12-24,N,N,N
35603,12,8,2024-04-30,2025-03-04,N,Y,N
35604,6,5,2021-01-12,2021-06-14,Y,N,N
35605,6,5,2024-05-28,2025-04-29,N,N,Y
35606,5,13,2020-11-29,2021-11-12,N,Y,N
35607,1,18,2021-01-08,2021-10-11,Y,Y,Y
35608,9,19,2020-07-15,2020-12-22,N,Y,N
35609,3,19,2021-11-28,2022-07-20,N,Y,N
35610,7,19,2020-06-12,2020-11-24,N,N,N
35611,11,11,2021-02-20,2022-02-18,N,N,N
35612,1,4,2021-01-08,2021-03-24,Y,N,N
35613,7,2,2023-06-24,2023-09-13,Y,Y,Y
35614,15,4,2024-02-15,2024-03-30,Y,Y,N
35615,8,19,2022-02-23,2023-02-01,Y,N,Y
35616,2,15,2021-08-04,2022-06-30,Y,Y,Y
35617,5,21,2021-07-04,2021-08-10,N,N,Y
35618,13,15,2020-03-07,2020-10-22,N,N,N
35619,10,17,2021-08-03,2021-12-09,N,Y,N
35620,10,14,2020-10-25,2021-07-15,N,N,N
35621,12,22,2020-04-02,2021-01-14,Y,Y,Y
35622,11,1,2022-07-02,2022-07-18,N,N,Y
35623,12,4,2020-10-09,2021-08-25,Y,Y,Y
35624,12,2,2021-01-18,2021-01-23,N,N,N
35625,12,7,2021-01-21,2021-03-11,Y,N,N
35626,10,17,2023-02-13,2023-07-22,Y,Y,N
35627,6,10,2020-12-08,2021-09-23,N,Y,Y
35628,3,2,2022-03-10,2022-09-16,Y,Y,Y
35629,4,1,2022-05-29,2022-10-14,N,N,N
35630,2,19,2022-10-30,2023-06-14,Y,N,N
35631,4,22,2020-04-25,2021-04-23,Y,N,Y
35632,6,20,2023-08-25,2024-02-08,N,Y,Y
35633,2,9,2020-07-05,2020-07-28,Y,Y,N
35634,11,10,2020-05-22,2020-07-17,Y,Y,Y
35635,13,17,2023-10-20,2024-07-29,N,Y,N
35636,8,22,2021-09-09,2022-07-20,N,N,N
35637,4,15,2020-01-04,2020-12-01,N,N,N
35638,4,17,2022-12-24,2023-04-19,Y,N,Y
35639,6,6,2023-11-23,2024-03-12,N,Y,N
35640,6,15,2020-03-02,2021-01-25,N,Y,Y
35641,15,5,2020-11-22,2021-07-28,N,Y,N
35642,7,10,2022-08-17,2023-02-24,Y,Y,N
35643,2,17,2020-10-12,2020-10-25,Y,N,N
35644,7,16,2021-06-27,2022-04-15,Y,Y,Y
35645,10,19,2023-10-01,2024-09-03,Y,N,N
35646,15,7,2022-01-22,2022-05-31,N,Y,N
35647,4,17,2021-06-26,2022-05-25,Y,N,Y
35648,13,18,2021-08-06,2022-01-18,Y,Y,N
35649,1,20,2021-10-28,2022-06-11,Y,N,N
35650,3,1,2022-09-23,2023-03-01,N,Y,N
35651,12,2,2022-08-02,2022-12-19,Y,N,N
35652,1,6,2022-04-22,2022-10-23,N,Y,Y
35653,14,20,2020-09-13,2020-10-18,N,Y,Y
35654,7,13,2021-11-20,2022-01-24,N,N,N
35655,1,15,2020-01-11,2020-07-18,Y,N,N
35656,12,16,2021-02-22,2021-07-13,Y,Y,Y
35657,6,19,2021-02-20,2021-04-22,Y,N,Y
35658,10,5,2023-06-25,2023-09-01,N,N,Y
35659,3,1,2023-05-01,2024-02-22,N,Y,N
35660,8,3,2020-11-17,2021-08-31,Y,N,Y
35661,13,6,2020-09-25,2021-02-07,N,N,Y
35662,1,13,2022-10-18,2023-04-20,Y,N,N
35663,9,19,2020-06-22,2021-03-30,N,Y,Y
35664,10,4,2023-02-21,2023-10-06,Y,N,Y
35665,3,11,2021-05-18,2021-12-23,Y,N,Y
35666,15,2,2023-08-14,2023-10-30,Y,Y,N
35667,13,18,2021-06-29,2022-02-06,Y,N,Y
35668,7,20,2023-05-18,2024-03-15,N,N,N
35669,12,4,2023-11-04,2024-06-10,N,Y,N
35670,15,16,2021-10-11,2022-02-12,N,N,N
35671,2,14,2023-07-20,2023-12-20,N,Y,Y
35672,5,12,2022-10-03,2023-07-01,N,Y,Y
35673,5,23,2024-04-08,2025-03-26,Y,N,N
35674,1,17,2021-10-31,2022-07-31,Y,Y,Y
35675,10,14,2022-02-19,2022-11-29,Y,N,N
35676,1,23,2023-01-07,2023-05-06,Y,Y,N
35677,10,11,2021-02-02,2022-02-01,Y,N,Y
35678,8,21,2021-06-16,2021-09-14,Y,N,Y
35679,7,10,2021-12-06,2022-05-28,Y,Y,Y
35680,8,7,2021-09-05,2022-04-13,N,N,Y
35681,11,1,2023-03-11,2023-09-10,N,Y,Y
35682,7,11,2020-11-28,2020-12-14,N,Y,N
35683,5,6,2022-02-14,2023-01-20,Y,N,Y
35684,1,2,2022-08-25,2022-09-19,N,N,N
35685,9,6,2023-09-11,2024-02-15,Y,Y,N
35686,13,11,2023-04-28,2023-06-02,N,N,Y
35687,8,14,2020-09-28,2021-07-03,N,N,Y
35688,4,4,2020-07-31,2021-07-26,N,N,Y
35689,10,21,2023-04-18,2023-05-06,N,N,N
35690,11,14,2023-10-20,2024-04-22,N,Y,N
35691,15,18,2021-08-24,2022-04-07,N,Y,N
35692,15,14,2024-04-30,2025-01-04,Y,Y,Y
35693,9,10,2020-05-07,2020-11-10,Y,N,Y
35694,4,14,2024-01-04,2024-11-22,N,Y,N
35695,14,2,2021-04-19,2021-08-14,Y,Y,Y
35696,1,22,2020-01-16,2020-08-23,N,Y,N
35697,3,13,2020-11-25,2021-02-26,N,Y,Y
35698,6,1,2020-12-16,2021-01-28,Y,Y,Y
35699,5,7,2023-10-28,2024-09-18,Y,Y,Y
35700,15,20,2022-04-15,2023-02-04,N,Y,Y
35701,3,20,2021-03-11,2022-02-18,Y,Y,Y
35702,12,16,2020-04-03,2021-02-18,Y,N,Y
35703,14,23,2023-09-10,2024-02-09,N,Y,Y
35704,10,18,2023-04-02,2023-08-24,Y,N,N
35705,11,6,2020-04-22,2020-11-08,N,Y,Y
35706,6,8,2024-01-02,2024-01-31,Y,N,N
35707,12,4,2020-01-25,2020-03-01,Y,Y,Y
35708,3,13,2020-11-20,2021-09-22,Y,Y,Y
35709,8,8,2022-09-23,2023-01-07,Y,Y,Y
35710,6,5,2023-07-20,2024-04-05,N,N,N
35711,1,17,2021-11-01,2021-12-14,N,Y,N
35712,11,17,2024-04-15,2024-06-04,N,Y,N
35713,12,4,2023-01-27,2023-08-16,Y,Y,N
35714,15,22,2022-08-20,2022-10-26,N,Y,N
35715,7,15,2021-05-04,2022-02-13,Y,N,N
35716,15,9,2022-08-02,2023-01-17,N,Y,Y
35717,14,5,2022-01-18,2022-06-09,N,Y,Y
35718,10,22,2020-02-19,2020-04-22,Y,N,Y
35719,8,3,2023-11-14,2024-05-18,N,N,Y
35720,12,5,2020-12-29,2021-05-29,N,N,N
35721,11,21,2023-03-11,2023-07-09,Y,N,Y
35722,2,14,2021-07-26,2021-08-31,N,N,N
35723,10,12,2023-07-06,2023-10-04,Y,Y,N
35724,15,21,2021-06-10,2021-11-03,Y,N,N
35725,8,7,2021-05-01,2021-06-18,N,N,Y
35726,6,18,2023-04-22,2023-05-14,Y,N,Y
35727,9,21,2022-05-14,2022-05-20,N,Y,N
35728,2,15,2023-04-21,2023-11-18,Y,N,N
35729,9,23,2023-06-20,2024-06-19,Y,Y,Y
35730,2,1,2022-06-24,2023-02-18,N,Y,Y
35731,6,4,2021-11-09,2021-11-26,Y,N,Y
35732,11,16,2024-03-28,2024-09-22,Y,N,N
35733,4,9,2024-04-12,2024-08-22,N,N,Y
35734,10,2,2023-04-14,2024-01-22,Y,Y,Y
35735,12,7,2020-07-21,2020-09-10,N,N,Y
35736,10,3,2021-11-27,2022-07-13,N,Y,Y
35737,10,2,2020-11-25,2021-04-10,N,Y,Y
35738,10,12,2020-08-10,2020-10-23,Y,N,Y
35739,9,11,2024-05-05,2025-04-28,N,N,N
35740,10,16,2020-09-30,2020-12-24,Y,N,Y
35741,2,19,2020-10-06,2021-06-11,N,N,Y
35742,12,23,2020-12-23,2021-02-07,N,N,N
35743,4,6,2024-03-07,2024-08-06,Y,Y,Y
35744,13,9,2020-06-28,2021-03-03,N,N,Y
35745,8,8,2024-04-07,2025-03-08,Y,N,N
35746,11,10,2023-03-27,2024-02-01,N,Y,Y
35747,1,3,2023-11-12,2024-05-07,N,Y,Y
35748,2,19,2022-11-25,2023-02-04,N,N,Y
35749,8,3,2024-03-07,2025-02-17,N,N,N
35750,11,17,2023-05-07,2023-08-22,N,N,Y
35751,8,20,2021-08-14,2022-06-04,N,Y,N
35752,15,20,2022-05-26,2022-08-09,Y,Y,N
35753,11,15,2022-12-27,2023-03-02,Y,N,N
35754,2,5,2022-08-11,2023-05-15,N,Y,Y
35755,4,23,2022-12-15,2023-06-05,Y,N,N
35756,4,7,2021-11-04,2021-12-17,Y,N,Y
35757,7,22,2024-01-17,2024-12-11,N,N,N
